"operationId","method","path","sdkGroup","sdkMethod","sdkNaming","liveStatus","sdkSurface","sdkEvidence","mcpTool","mcpStatus","mcpEvidence","cliSurface","cliEvidence","testEvidence","docEvidence"
"deleteWorkspacesWorkspaceIdTimeEntriesTimeEntryId","DELETE","/workspaces/{workspaceId}/time-entries/{timeEntryId}","timeEntries","delete","explicit","live-success","present","wrapper/src/api/resources/timeEntries/client/Client.ts (generated)","clockify_entries_delete","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/entries.ts / start.ts / stop.ts / status.ts / log.ts","wrapper/tests/iter.test.ts,wire-shape-http.test.ts,generated-retry-delay.test.ts; cli/tests/entries.test.ts,start.test.ts,stop.test.ts,status.test.ts,log.test.ts; mcp/tests/entries.test.ts,work-time-tracking.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"createBalanceAssignment","POST","/workspaces/{workspaceId}/time-off/balance/assignment","(derived)","createBalanceAssignment","operationId-derived","live-success","present","wrapper/src/api/resources/balanceAssignment/client/Client.ts (generated; derived group balanceAssignment)","clockify_time_off_balance_assignments_create","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"getBalanceAssignmentsForUserAndPolicy","GET","/workspaces/{workspaceId}/time-off/balance/assignment/user/{userId}/policy/{policyId}","(derived)","getBalanceAssignmentsForUserAndPolicy","operationId-derived","live-success","present","wrapper/src/api/resources/balanceAssignment/client/Client.ts (generated; derived group balanceAssignment)","clockify_time_off_balance_assignments_list","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"updateBalanceAssignment","PUT","/workspaces/{workspaceId}/time-off/balance/assignment/{balanceAssignmentId}/user/{userId}/policy/{policyId}","(derived)","updateBalanceAssignment","operationId-derived","live-success","present","wrapper/src/api/resources/balanceAssignment/client/Client.ts (generated; derived group balanceAssignment)","clockify_time_off_balance_assignments_update","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"deleteBalanceAssignment","DELETE","/workspaces/{workspaceId}/time-off/balance/assignment/{balanceAssignmentId}/user/{userId}/policy/{policyId}","(derived)","deleteBalanceAssignment","operationId-derived","live-success","present","wrapper/src/api/resources/balanceAssignment/client/Client.ts (generated; derived group balanceAssignment)","clockify_time_off_balance_assignments_delete","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"getBalancesForPolicy","GET","/workspaces/{workspaceId}/time-off/balance/policy/{policyId}","balances","listForPolicy","explicit","live-success","present","wrapper/src/api/resources/balances/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_balances_list_for_policy; overrideReason=null","group-command","cli/src/commands/timeoff.ts","mcp/tests/time-off-balances-update.test.ts,balance-assignments.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"updateBalance","PATCH","/workspaces/{workspaceId}/time-off/balance/policy/{policyId}","balances","update","explicit","live-success","present","wrapper/src/api/resources/balances/client/Client.ts (generated)","clockify_time_off_balances_update","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/timeoff.ts","mcp/tests/time-off-balances-update.test.ts,balance-assignments.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"getBalanceForUser","GET","/workspaces/{workspaceId}/time-off/balance/user/{userId}","balances","getForUser","explicit","live-success","present","wrapper/src/api/resources/balances/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_balances_get_for_user; overrideReason=null","group-command","cli/src/commands/timeoff.ts","mcp/tests/time-off-balances-update.test.ts,balance-assignments.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"getTimeOffPolicies","GET","/workspaces/{workspaceId}/time-off/policies","timeOffPolicies","list","explicit","live-success","present","wrapper/src/api/resources/timeOffPolicies/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_time_off_list; overrideReason=null","group-command","cli/src/commands/timeoff.ts","mcp/tests/time-off-policies.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"createTimeOffPolicy","POST","/workspaces/{workspaceId}/time-off/policies","timeOffPolicies","create","explicit","live-success","present","wrapper/src/api/resources/timeOffPolicies/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_time_off_create; overrideReason=null","group-command","cli/src/commands/timeoff.ts","mcp/tests/time-off-policies.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"getTimeOffPolicy","GET","/workspaces/{workspaceId}/time-off/policies/{policyId}","timeOffPolicies","get","explicit","live-success","present","wrapper/src/api/resources/timeOffPolicies/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_time_off_get; overrideReason=null","group-command","cli/src/commands/timeoff.ts","mcp/tests/time-off-policies.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"updateTimeOffPolicy","PUT","/workspaces/{workspaceId}/time-off/policies/{policyId}","timeOffPolicies","update","explicit","live-success","present","wrapper/src/api/resources/timeOffPolicies/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_time_off_update; overrideReason=null","group-command","cli/src/commands/timeoff.ts","mcp/tests/time-off-policies.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"changeTimeOffPolicyStatus","PATCH","/workspaces/{workspaceId}/time-off/policies/{policyId}","timeOffPolicies","updateStatus","explicit","live-success","present","wrapper/src/api/resources/timeOffPolicies/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_time_off_update_status; overrideReason=null","group-command","cli/src/commands/timeoff.ts","mcp/tests/time-off-policies.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"deleteTimeOffPolicy","DELETE","/workspaces/{workspaceId}/time-off/policies/{policyId}","timeOffPolicies","delete","explicit","live-success","present","wrapper/src/api/resources/timeOffPolicies/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_time_off_delete; overrideReason=null","group-command","cli/src/commands/timeoff.ts","mcp/tests/time-off-policies.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"createTimeOffRequest","POST","/workspaces/{workspaceId}/time-off/policies/{policyId}/requests","timeOff","submit","explicit","live-success","present","wrapper/src/api/resources/timeOff/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_time_off_submit|clockify_time_off_create; overrideReason=null","group-command","cli/src/commands/timeoff.ts","cli/tests/timeoff.test.ts; mcp/tests/time-off-get.test.ts,time-off-half-day.test.ts,timeoff-delete.test.ts,time-off-search-statuses.test.ts,time-off-resolve.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"changeTimeOffRequestStatus","PATCH","/workspaces/{workspaceId}/time-off/policies/{policyId}/requests/{requestId}","(derived)","changeTimeOffRequestStatus","operationId-derived","live-success","present","wrapper/src/api/resources/timeOff/client/Client.ts (generated; derived group timeOff)","clockify_time_off_requests_update_status","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"deleteTimeOffRequest","DELETE","/workspaces/{workspaceId}/time-off/policies/{policyId}/requests/{requestId}","timeOff","withdraw","explicit","live-success","present","wrapper/src/api/resources/timeOff/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_time_off_withdraw; overrideReason=null","group-command","cli/src/commands/timeoff.ts","cli/tests/timeoff.test.ts; mcp/tests/time-off-get.test.ts,time-off-half-day.test.ts,timeoff-delete.test.ts,time-off-search-statuses.test.ts,time-off-resolve.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"createTimeOffRequestForUser","POST","/workspaces/{workspaceId}/time-off/policies/{policyId}/users/{userId}/requests","timeOff","submitForUser","explicit","live-success","present","wrapper/src/api/resources/timeOff/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_time_off_submit_for_user; overrideReason=null","group-command","cli/src/commands/timeoff.ts","cli/tests/timeoff.test.ts; mcp/tests/time-off-get.test.ts,time-off-half-day.test.ts,timeoff-delete.test.ts,time-off-search-statuses.test.ts,time-off-resolve.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"getAllTimeOffRequestsOnWorkspace","POST","/workspaces/{workspaceId}/time-off/requests","timeOff","list","explicit","live-success","present","wrapper/src/api/resources/timeOff/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_time_off_list; overrideReason=null","group-command","cli/src/commands/timeoff.ts","cli/tests/timeoff.test.ts; mcp/tests/time-off-get.test.ts,time-off-half-day.test.ts,timeoff-delete.test.ts,time-off-search-statuses.test.ts,time-off-resolve.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"findAllGroupsOnWorkspace","GET","/workspaces/{workspaceId}/user-groups","userGroups","list","explicit","live-success","present","wrapper/src/api/resources/userGroups/client/Client.ts (generated)","clockify_groups_list","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/users.ts (group-level, unverified per-op)","mcp/tests/groups.test.ts,groups-get.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"addNewGroup","POST","/workspaces/{workspaceId}/user-groups","userGroups","create","explicit","live-success","present","wrapper/src/api/resources/userGroups/client/Client.ts (generated)","clockify_groups_create","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/users.ts (group-level, unverified per-op)","mcp/tests/groups.test.ts,groups-get.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"updateGroup","PUT","/workspaces/{workspaceId}/user-groups/{groupId}","userGroups","update","explicit","live-success","present","wrapper/src/api/resources/userGroups/client/Client.ts (generated)","clockify_groups_update","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/users.ts (group-level, unverified per-op)","mcp/tests/groups.test.ts,groups-get.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"deleteGroup","DELETE","/workspaces/{workspaceId}/user-groups/{groupId}","userGroups","delete","explicit","live-success","present","wrapper/src/api/resources/userGroups/client/Client.ts (generated)","clockify_groups_delete","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/users.ts (group-level, unverified per-op)","mcp/tests/groups.test.ts,groups-get.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"addUsersToGroup","POST","/workspaces/{workspaceId}/user-groups/{groupId}/users","userGroups","addMembers","explicit","live-success","present","wrapper/src/api/resources/userGroups/client/Client.ts (generated)","clockify_groups_add_member","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/users.ts (group-level, unverified per-op)","mcp/tests/groups.test.ts,groups-get.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"removeUserFromGroup","DELETE","/workspaces/{workspaceId}/user-groups/{groupId}/users/{userId}","userGroups","removeMember","explicit","live-success","present","wrapper/src/api/resources/userGroups/client/Client.ts (generated)","clockify_groups_remove_member","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/users.ts (group-level, unverified per-op)","mcp/tests/groups.test.ts,groups-get.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"getWorkspacesWorkspaceIdUserUserIdTimeEntries","GET","/workspaces/{workspaceId}/user/{userId}/time-entries","timeEntries","listForUser","explicit","live-success","present","wrapper/src/api/resources/timeEntries/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_entries_list_for_user; overrideReason=null","group-command","cli/src/commands/entries.ts / start.ts / stop.ts / status.ts / log.ts","wrapper/tests/iter.test.ts,wire-shape-http.test.ts,generated-retry-delay.test.ts; cli/tests/entries.test.ts,start.test.ts,stop.test.ts,status.test.ts,log.test.ts; mcp/tests/entries.test.ts,work-time-tracking.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"postWorkspacesWorkspaceIdUserUserIdTimeEntries","POST","/workspaces/{workspaceId}/user/{userId}/time-entries","timeEntries","createForUser","explicit","live-success","present","wrapper/src/api/resources/timeEntries/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_entries_create_for_user; overrideReason=null","group-command","cli/src/commands/entries.ts / start.ts / stop.ts / status.ts / log.ts","wrapper/tests/iter.test.ts,wire-shape-http.test.ts,generated-retry-delay.test.ts; cli/tests/entries.test.ts,start.test.ts,stop.test.ts,status.test.ts,log.test.ts; mcp/tests/entries.test.ts,work-time-tracking.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"putWorkspacesWorkspaceIdUserUserIdTimeEntries","PUT","/workspaces/{workspaceId}/user/{userId}/time-entries","timeEntries","startTimer","explicit","live-success","present","wrapper/src/api/resources/timeEntries/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_entries_start_timer; overrideReason=null","group-command","cli/src/commands/entries.ts / start.ts / stop.ts / status.ts / log.ts","wrapper/tests/iter.test.ts,wire-shape-http.test.ts,generated-retry-delay.test.ts; cli/tests/entries.test.ts,start.test.ts,stop.test.ts,status.test.ts,log.test.ts; mcp/tests/entries.test.ts,work-time-tracking.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"patchWorkspacesWorkspaceIdUserUserIdTimeEntries","PATCH","/workspaces/{workspaceId}/user/{userId}/time-entries","timeEntries","updateForUser","explicit","live-success","present","wrapper/src/api/resources/timeEntries/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_entries_update_for_user; overrideReason=null","group-command","cli/src/commands/entries.ts / start.ts / stop.ts / status.ts / log.ts","wrapper/tests/iter.test.ts,wire-shape-http.test.ts,generated-retry-delay.test.ts; cli/tests/entries.test.ts,start.test.ts,stop.test.ts,status.test.ts,log.test.ts; mcp/tests/entries.test.ts,work-time-tracking.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"deleteMany","DELETE","/workspaces/{workspaceId}/user/{userId}/time-entries","(derived)","deleteMany","operationId-derived","live-success","present","wrapper/src/api/resources/timeEntries/client/Client.ts (generated; derived group timeEntries)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_entries_delete_many; overrideReason=null","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"postWorkspacesWorkspaceIdUserUserIdTimeEntriesTimeEntryIdDuplicate","POST","/workspaces/{workspaceId}/user/{userId}/time-entries/{timeEntryId}/duplicate","timeEntries","duplicate","explicit","live-success","present","wrapper/src/api/resources/timeEntries/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_entries_duplicate; overrideReason=null","group-command","cli/src/commands/entries.ts / start.ts / stop.ts / status.ts / log.ts","wrapper/tests/iter.test.ts,wire-shape-http.test.ts,generated-retry-delay.test.ts; cli/tests/entries.test.ts,start.test.ts,stop.test.ts,status.test.ts,log.test.ts; mcp/tests/entries.test.ts,work-time-tracking.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"findWorkspaceUsers","GET","/workspaces/{workspaceId}/users","users","list","explicit","live-success","present","wrapper/src/api/resources/users/client/Client.ts (generated)","clockify_users_list","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/users.ts","cli/tests/read-commands-users-tags-shared-reports.test.ts; mcp/tests/users.test.ts,users-status.test.ts,user-refs.test.ts,groups.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"addUserToWorkspace","POST","/workspaces/{workspaceId}/users","workspaces","addUser","explicit","probe-documented","present","wrapper/src/api/resources/workspaces/client/Client.ts (generated)","clockify_users_invite","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","mcp/tests/server.test.ts (group-level); cli: none","docs/openapi-operations.md; docs/operation-parity.json"
"filterWorkspaceUsers","POST","/workspaces/{workspaceId}/users/info","(derived)","filterWorkspaceUsers","operationId-derived","live-success","present","wrapper/src/api/resources/users/client/Client.ts (generated; derived group users)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_users_filter_workspace_users; overrideReason=null","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"updateUserStatus","PUT","/workspaces/{workspaceId}/users/{userId}","(derived)","updateUserStatus","operationId-derived","live-success","present","wrapper/src/api/resources/workspaces/client/Client.ts (generated; derived group workspaces)","clockify_users_set_status","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"updateUserCostRate","PUT","/workspaces/{workspaceId}/users/{userId}/cost-rate","(derived)","updateUserCostRate","operationId-derived","live-success","present","wrapper/src/api/resources/workspaces/client/Client.ts (generated; derived group workspaces)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_workspaces_update_user_cost_rate; overrideReason=null","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"updateUserCustomFieldValue","PUT","/workspaces/{workspaceId}/users/{userId}/custom-field/{customFieldId}/value","(derived)","updateUserCustomFieldValue","operationId-derived","live-success","present","wrapper/src/api/resources/users/client/Client.ts (generated; derived group users)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_users_update_user_custom_field_value; overrideReason=null","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"updateUserHourlyRate","PUT","/workspaces/{workspaceId}/users/{userId}/hourly-rate","(derived)","updateUserHourlyRate","operationId-derived","live-success","present","wrapper/src/api/resources/workspaces/client/Client.ts (generated; derived group workspaces)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_workspaces_update_user_hourly_rate; overrideReason=null","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"findUserTeamManagers","GET","/workspaces/{workspaceId}/users/{userId}/managers","(derived)","findUserTeamManagers","operationId-derived","live-success","present","wrapper/src/api/resources/users/client/Client.ts (generated; derived group users)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_users_find_user_team_managers; overrideReason=null","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"giveUserManagerRole","POST","/workspaces/{workspaceId}/users/{userId}/roles","users","giveRole","explicit","live-success","present","wrapper/src/api/resources/users/client/Client.ts (generated)","clockify_users_grant_role","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/users.ts","cli/tests/read-commands-users-tags-shared-reports.test.ts; mcp/tests/users.test.ts,users-status.test.ts,user-refs.test.ts,groups.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"removeUserManagerRole","DELETE","/workspaces/{workspaceId}/users/{userId}/roles","users","removeRole","explicit","live-success","present","wrapper/src/api/resources/users/client/Client.ts (generated)","clockify_users_revoke_role","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/users.ts","cli/tests/read-commands-users-tags-shared-reports.test.ts; mcp/tests/users.test.ts,users-status.test.ts,user-refs.test.ts,groups.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"getWebhooksOnWorkspace","GET","/workspaces/{workspaceId}/webhooks","webhooks","list","explicit","live-success","present","wrapper/src/api/resources/webhooks/client/Client.ts (generated)","clockify_webhooks_list","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/webhooks.ts","wrapper/tests/webhooks.test.ts,webhook-events.test.ts,webhook-fixtures.test.ts,webhook-url.test.ts; cli/tests/read-commands-webhooks.test.ts,webhooks.test.ts; mcp/tests/webhooks-create.test.ts,webhooks-ssrf.test.ts,webhooks-redact.test.ts,webhooks-delivery-diagnose.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"createWebhook","POST","/workspaces/{workspaceId}/webhooks","webhooks","create","explicit","live-success","present","wrapper/src/api/resources/webhooks/client/Client.ts (generated)","clockify_webhooks_create","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/webhooks.ts","wrapper/tests/webhooks.test.ts,webhook-events.test.ts,webhook-fixtures.test.ts,webhook-url.test.ts; cli/tests/read-commands-webhooks.test.ts,webhooks.test.ts; mcp/tests/webhooks-create.test.ts,webhooks-ssrf.test.ts,webhooks-redact.test.ts,webhooks-delivery-diagnose.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"getWebhookById","GET","/workspaces/{workspaceId}/webhooks/{webhookId}","webhooks","get","explicit","live-success","present","wrapper/src/api/resources/webhooks/client/Client.ts (generated)","clockify_webhooks_get","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/webhooks.ts","wrapper/tests/webhooks.test.ts,webhook-events.test.ts,webhook-fixtures.test.ts,webhook-url.test.ts; cli/tests/read-commands-webhooks.test.ts,webhooks.test.ts; mcp/tests/webhooks-create.test.ts,webhooks-ssrf.test.ts,webhooks-redact.test.ts,webhooks-delivery-diagnose.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"updateWebhook","PUT","/workspaces/{workspaceId}/webhooks/{webhookId}","webhooks","update","explicit","live-success","present","wrapper/src/api/resources/webhooks/client/Client.ts (generated)","clockify_webhooks_update","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/webhooks.ts","wrapper/tests/webhooks.test.ts,webhook-events.test.ts,webhook-fixtures.test.ts,webhook-url.test.ts; cli/tests/read-commands-webhooks.test.ts,webhooks.test.ts; mcp/tests/webhooks-create.test.ts,webhooks-ssrf.test.ts,webhooks-redact.test.ts,webhooks-delivery-diagnose.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"deleteWebhook","DELETE","/workspaces/{workspaceId}/webhooks/{webhookId}","webhooks","delete","explicit","live-success","present","wrapper/src/api/resources/webhooks/client/Client.ts (generated)","clockify_webhooks_delete","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","group-command","cli/src/commands/webhooks.ts","wrapper/tests/webhooks.test.ts,webhook-events.test.ts,webhook-fixtures.test.ts,webhook-url.test.ts; cli/tests/read-commands-webhooks.test.ts,webhooks.test.ts; mcp/tests/webhooks-create.test.ts,webhooks-ssrf.test.ts,webhooks-redact.test.ts,webhooks-delivery-diagnose.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"getWebhookLogs","POST","/workspaces/{workspaceId}/webhooks/{webhookId}/logs","webhooks","searchLogs","explicit","live-success","present","wrapper/src/api/resources/webhooks/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_webhooks_search_logs; overrideReason=null","group-command","cli/src/commands/webhooks.ts","wrapper/tests/webhooks.test.ts,webhook-events.test.ts,webhook-fixtures.test.ts,webhook-url.test.ts; cli/tests/read-commands-webhooks.test.ts,webhooks.test.ts; mcp/tests/webhooks-create.test.ts,webhooks-ssrf.test.ts,webhooks-redact.test.ts,webhooks-delivery-diagnose.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
"getWebhookEventStatusesWithLatestLog","GET","/workspaces/{workspaceId}/webhooks/{webhookId}/statuses","(derived)","getWebhookEventStatusesWithLatestLog","operationId-derived","live-success","present","wrapper/src/api/resources/webhooks/client/Client.ts (generated; derived group webhooks)","clockify_webhooks_delivery_diagnose","present","docs/operation-parity.json tsMcp; mcp/src/tools/**","raw-fallback-only (clk115 api)","cli/src/commands/api.ts","none found (per-op)","docs/openapi-operations.md; docs/operation-parity.json"
"patchWorkspacesWorkspaceIdWebhooksWebhookIdToken","PATCH","/workspaces/{workspaceId}/webhooks/{webhookId}/token","webhooks","updateToken","explicit","live-success","present","wrapper/src/api/resources/webhooks/client/Client.ts (generated)","","unexposed","docs/operation-parity.json tsMcp=null; candidateTools=clockify_webhooks_update_token; overrideReason=null","group-command","cli/src/commands/webhooks.ts","wrapper/tests/webhooks.test.ts,webhook-events.test.ts,webhook-fixtures.test.ts,webhook-url.test.ts; cli/tests/read-commands-webhooks.test.ts,webhooks.test.ts; mcp/tests/webhooks-create.test.ts,webhooks-ssrf.test.ts,webhooks-redact.test.ts,webhooks-delivery-diagnose.test.ts","docs/openapi-operations.md; docs/operation-parity.json"
